학정번호,구분,과목명,학점,담당교수,여석,강의시간,학부,학과
7320-2-1411-01,전필,전자기학1,3,허돈,11,화1,전자정보공과대학,전기공학과
7320-2-1411-02,전필,전자기학1,3,허돈,33,화2,전자정보공과대학,전기공학과
7320-2-1995-01,전필,회로이론1,3,최주엽,62,월2수1,전자정보공과대학,전기공학과
7320-2-1995-02,전필,회로이론1,3,이태훈,55,화3목4,전자정보공과대학,전기공학과
7320-2-2111-01,전선,디지털논리회로설계,3,김형석,82,금3금4,전자정보공과대학,전기공학과
7320-2-5714-01,기필,고급C프로그래밍및설계,3,이건영,61,월5수6,전자정보공과대학,전기공학과
7320-2-5714-02,기필,고급C프로그래밍및설계,3,이건영,33,월4수3,전자정보공과대학,전기공학과
7320-2-6900-01,전필,전기및디지털회로실험,3,윤민한,36,화5화6화7,전자정보공과대학,전기공학과
7320-2-6900-02,전필,전기및디지털회로실험,3,송승호,41,화5화6화7,전자정보공과대학,전기공학과
7320-2-6900-03,전필,전기및디지털회로실험,3,이정훈,87,금0금1금2,전자정보공과대학,전기공학과
7320-3-0819-01,기선,선형대수학,3,미정,47,화4목3,전자정보공과대학,전기공학과
7320-3-1293-01,전선,전기기계1,3,정승기,90,월4수3,전자정보공과대학,전기공학과
7320-3-1293-02,전선,전기기계1,3,정승기,83,월3수4,전자정보공과대학,전기공학과
7320-3-1474-01,전선,전자회로응용,3,안창범,75,화3목4,전자정보공과대학,전기공학과
7320-3-1474-02,전선,전자회로응용,3,김형석,77,금1금2,전자정보공과대학,전기공학과
7320-3-3101-01,전선,반도체소자공학,3,이태훈,25,화5목6,전자정보공과대학,전기공학과
7320-3-4023-01,전필,전기공학머신러닝실습,3,안창범,41,화0화1화2,전자정보공과대학,전기공학과
7320-3-4023-02,전필,전기공학머신러닝실습,3,정승기,50,수0수1수2,전자정보공과대학,전기공학과
7320-3-4023-03,전필,전기공학머신러닝실습,3,이기백,85,목0목1목2,전자정보공과대학,전기공학과
7320-3-5694-01,전선,경력개발과취업전략,2,이기백,31,화6화7,전자정보공과대학,전기공학과
7320-4-0458-01,전선,디지털신호처리,3,김형석,96,금5금6,전자정보공과대학,전기공학과
7320-4-0834-01,전선,센서공학,3,이정훈,98,화5목6,전자정보공과대학,전기공학과
7320-4-1524-01,전선,제어공학2,3,이건영,15,월6수5,전자정보공과대학,전기공학과
7320-4-3103-01,전선,재생에너지발전공학,3,송승호,88,월2수1,전자정보공과대학,전기공학과
7320-4-3105-01,전선,전력변환시스템설계,3,최주엽,77,월1수2,전자정보공과대학,전기공학과
7320-4-4163-01,전선,캡스톤설계,3,이태훈,17,금3금4,전자정보공과대학,전기공학과
7320-4-6147-01,전선,전력시스템공학,3,허돈,65,금1금2,전자정보공과대학,전기공학과
7340-1-3806-01,전선,전공미리보기(OT학기제),1,기미민경,71,X,전자정보공과대학,전자재료공학과
7340-2-0453-01,전선,디지털논리회로1,3,김동욱,80,월6수5,전자정보공과대학,전자재료공학과
7340-2-0574-01,전필,물리전자1,3,이대석,87,화3목4,전자정보공과대학,전자재료공학과
7340-2-0574-02,전필,물리전자1,3,김민경,22,화3목4,전자정보공과대학,전자재료공학과
7340-2-1234-01,전선,진로탐색및설계,1,신원호,24,금1금2,전자정보공과대학,전자재료공학과
7340-2-1411-01,전필,전자기학1,3,황인찬,65,월3수4,전자정보공과대학,전자재료공학과
7340-2-1411-02,전필,전자기학1,3,황인찬,48,월4수3,전자정보공과대학,전자재료공학과
7340-2-1995-01,전선,회로이론1,3,하태준,19,월4,전자정보공과대학,전자재료공학과
7340-2-1991-01,전선,회로이론1,3,고승훈,87,월5수6,전자정보공과대학,전자재료공학과
7340-2-3586-01,전필,기초회로실험및설계1,3,구상모,89,화5화6화7,전자정보공과대학,전자재료공학과
7340-2-3586-02,전필,기초회로실험및설계1,3,오종민,79,목5목6목7,전자정보공과대학,전자재료공학과
7340-2-3586-03,전필,기초회로실험및설계1,3,서영호,99,화8화9화10화11,전자정보공과대학,전자재료공학과
7340-2-4391-01,전선,발명과특허제도,3,권지현,34,수7수8수9,전자정보공과대학,전자재료공학과
7340-3-0184-01,전선,고체물리,3,황인찬,24,화3목4,전자정보공과대학,전자재료공학과
7340-3-1020-01,전선,열역학,3,신원호,84,수2,전자정보공과대학,전자재료공학과
7340-3-1463-01,전선,전자회로1,3,김동욱,17,화5목6,전자정보공과대학,전자재료공학과
7340-3-3834-01,전선,진공공학1,3,김진영,11,금3금4,전자정보공과대학,전자재료공학과
7340-3-4393-01,전선,발명기법과특허출원전략,3,권지현,82,화8화9화10화11,전자정보공과대학,전자재료공학과
7340-3-4864-01,전필,전자재료물성실험및설계1,3,황인찬,33,금0금1금2,전자정보공과대학,전자재료공학과
7340-3-4864-02,전필,전자재료물성실험및설계1,3,하태준,52,월5월6월7,전자정보공과대학,전자재료공학과
7340-3-4864-03,전필,전자재료물성실험및설계1,3,신원호,64,수5수6수7,전자정보공과대학,전자재료공학과
7340-3-5694-01,전선,경력개발과취업전략,2,서영호,41,화6화7,전자정보공과대학,전자재료공학과
7340-3-5862-01,전선,반도체소자공학1,3,구상모,56,월3수4,전자정보공과대학,전자재료공학과
7340-3-6531-01,전선,시스템반도체설계,3,서영호,11,월4수3,전자정보공과대학,전자재료공학과
7340-3-8488-01,전선,전자세라믹스,3,오종민,76,화4목3,전자정보공과대학,전자재료공학과
7340-4-2104-01,전선,집적회로설계,3,고승훈,41,월6수5,전자정보공과대학,전자재료공학과
7340-4-3835-01,전선,캡스톤설계1,3,구상모,95,화8화9화10,전자정보공과대학,전자재료공학과
7340-4-4866-01,전선,전자재료공정실험및설계1,3,김동욱,32,월8월9월10월11,전자정보공과대학,전자재료공학과
7340-4-4866-02,전선,전자재료공정실험및설계1,3,김동욱,17,수8수9수10수11,전자정보공과대학,전자재료공학과
7340-4-5868-01,전선,박막재료공학,3,이대석,29,월4수3,전자정보공과대학,전자재료공학과
7410-1-3806-01,전선,전공미리보기(OT학기제),1,전선,69,박광현,전자정보공과대학,로봇학부
7410-2-3403-01,기필,고급프로그래밍,3,정문호,23,월6수5,전자정보공과대학,로봇학부
7410-2-3679-01,기필,자바프로그래밍,3,문석재,58,월6수5,전자정보공과대학,로봇학부
7410-2-0444-01,전선,디지털공학,3,박일우,60,화4목3,전자정보공과대학,로봇학부
7410-2-1234-01,전선,진로탐색및설계,1,양우성,26,금3금4,전자정보공과대학,로봇학부
7410-2-1411-01,전선,전자기학1,3,남재광,19,화6목5,전자정보공과대학,로봇학부
7410-2-1995-01,전선,회로이론1,3,남재광,88,월1수2,전자정보공과대학,로봇학부
7410-2-2865-01,전선,기초역학,3,조황,90,월3수4,전자정보공과대학,로봇학부
7410-2-6154-01,전필,로봇학실험,3,최용훈,30,목0목1목2,전자정보공과대학,로봇학부
7410-2-6154-02,전필,로봇학실험,3,박일우,62,금0금1금2,전자정보공과대학,로봇학부
7410-2-6154-03,전필,로봇학실험,3,정문호,36,화0화1화2,전자정보공과대학,로봇학부
7410-3-0492-01,전선,마이크로프로세서,3,박일우,20,화6목5,전자정보공과대학,로봇학부
7410-3-0819-01,기선,선형대수학,3,송영권,95,월5수6,전자정보공과대학,로봇학부
7410-3-0834-01,전선,센서공학,3,남재광,16,화4목3,전자정보공과대학,로봇학부
7410-3-0969-01,전선,알고리즘,3,박광현,40,월4수3,전자정보공과대학,로봇학부
7410-3-1235-01,전선,자동제어,3,오정현,50,화3목4,전자정보공과대학,로봇학부
7410-3-1655-01,전선,컴퓨터네트워크,3,최용훈,68,월3수4,전자정보공과대학,로봇학부
7410-3-4450-01,전선,로봇게임세미나23-1,3,박광현,49,수7수8수9,전자정보공과대학,로봇학부
7410-3-5481-01,전필,로봇운동학,3,양우성,85,화7화8화9,전자정보공과대학,로봇학부
7410-3-6538-01,전필,로봇학실험3,3,조황,62,수0수1수2,전자정보공과대학,로봇학부
7410-3-6538-02,전필,로봇학실험3,3,박광현,54,금5금6금7,전자정보공과대학,로봇학부
7410-3-6538-03,전필,로봇학실험3,3,양우성,71,월0월1월2,전자정보공과대학,로봇학부
7410-4-4163-01,전선,캡스톤설계,3,조황,28,월6월7월8,전자정보공과대학,로봇학부
7410-4-4179-01,전선,임베디드시스템,3,서한석,49,목7목8목9,전자정보공과대학,로봇학부
7410-4-6907-01,전선,로봇응용시스템,3,양우성,59,화3목4,전자정보공과대학,로봇학부
7450-1-4278-01,전선,지능형로봇의이해,2,최용훈,56,금5금6,전자정보공과대학,지능형로봇학과
7450-1-4287-01,전선,로봇명사와의만남,2,정문호,100,금1금2,전자정보공과대학,지능형로봇학과
7450-2-4483-01,전선,로봇과상상,3,김율희,22,금3금4,전자정보공과대학,지능형로봇학과
7450-2-4484-01,전선,로봇기초실습,3,이기백,97,화3목4목5,전자정보공과대학,지능형로봇학과
7450-2-4485-01,전선,모바일로봇의이해,3,정대욱,76,금5금6,전자정보공과대학,지능형로봇학과
7450-3-4286-01,전선,마이크로프로세서응용설계,3,이기백,56,화5목6,전자정보공과대학,지능형로봇학과
7450-3-4301-01,전선,로봇프로그래밍,3,박광현,22,월6수5,전자정보공과대학,지능형로봇학과
7450-4-4026-01,전선,로봇비전응용,3,정문호,20,월4수3,전자정보공과대학,지능형로봇학과
H000-1-9753-01,기필,대학물리학1,3,정란주,46,월4수3,소프트웨어융합대학,공통
H000-1-9753-02,기필,대학물리학1,3,이건준,73,수5,소프트웨어융합대학,공통
H000-1-9753-03,기필,대학물리학1,3,최은하,100,화4목3,소프트웨어융합대학,공통
H000-1-9753-04,기필,대학물리학1,3,미정,14,금5금6,소프트웨어융합대학,공통
H000-1-3415-01,기필,대학화학및실험1,3,사영진,73,화5,소프트웨어융합대학,공통
H000-1-4625-01,기필,대학수학및연습1,3,김순영,11,월2수1,소프트웨어융합대학,공통
H000-1-4625-02,기필,대학수학및연습1,3,채형직,70,월4수3,소프트웨어융합대학,공통
H000-1-4625-03,기필,대학수학및연습1,3,미정,49,월6수5,소프트웨어융합대학,공통
H000-1-4625-04,기필,대학수학및연습1,3,유다혜,75,화1목2,소프트웨어융합대학,공통
H000-1-4625-05,기필,대학수학및연습1,3,류송분,47,금1금2,소프트웨어융합대학,공통
H000-1-4625-06,기필,대학수학및연습1,3,안소영,38,금5금6,소프트웨어융합대학,공통
H000-2-4969-01,기필,공학수학1,3,돌지,95,월3수4,소프트웨어융합대학,전자융합공학과
H000-2-4969-02,기필,공학수학1,3,돌지,94,월5수6,소프트웨어융합대학,전자융합공학과
H000-2-4969-03,기필,공학수학1,3,미정,75,금3금4,소프트웨어융합대학,전자융합공학과
H000-1-4628-01,기선,기초수학및연습,3,최종성,97,금5금6,소프트웨어융합대학,전자융합공학과
H000-1-4651-01,기선,공학설계도면작성,3,박수원,88,화5목6,소프트웨어융합대학,전자융합공학과
H000-3-7905-01,기선,공학기술과사회,3,민상원,33,목5목6,소프트웨어융합대학,전자융합공학과
H000-1-2957-01,전선,공학설계입문,3,최상호,91,화2목1,소프트웨어융합대학,컴퓨터정보공학부
H000-1-2957-02,전선,공학설계입문,3,미정,55,월3수4,소프트웨어융합대학,소프트웨어학부
H000-1-3674-01,전선,창의설계입문,3,신원경,53,월2수1,소프트웨어융합대학,정보융합학부
H000-1-3674-02,전선,창의설계입문,3,김미화,64,금3금4,소프트웨어융합대학,정보융합학부
H020-3-1942-01,기선,확률및통계,3,신동화,25,화6목5,소프트웨어융합대학,컴퓨터정보공학부
H020-1-8101-01,전선,컴퓨터공학입문세미나,2,박철수,41,수6수7,소프트웨어융합대학,컴퓨터정보공학부
H020-2-0453-01,전필,디지털논리회로1,3,유지현,22,금5금6,소프트웨어융합대학,컴퓨터정보공학부
H020-2-0453-02,전필,디지털논리회로1,3,유지현,18,화1목2,소프트웨어융합대학,컴퓨터정보공학부
H020-2-0819-01,기선,선형대수학,3,박철수,89,목5,소프트웨어융합대학,컴퓨터정보공학부
H020-2-0819-02,기선,선형대수학,3,김상목,11,월5수6,소프트웨어융합대학,컴퓨터정보공학부
H020-2-1234-01,전선,진로탐색및설계,1,이기훈,50,화2화3,소프트웨어융합대학,컴퓨터정보공학부
H020-2-1994-01,전선,회로이론,3,황호영,35,월5수6,소프트웨어융합대학,컴퓨터정보공학부
H020-2-1994-02,전선,회로이론,3,황호영,23,월6수5,소프트웨어융합대학,컴퓨터정보공학부
H020-2-8086-01,전선,컴퓨터공학기초실험1,2,유지현,52,월0월1월2,소프트웨어융합대학,컴퓨터정보공학부
H020-2-8086-02,전선,컴퓨터공학기초실험1,2,이형근,65,수0수1수2,소프트웨어융합대학,컴퓨터정보공학부
H020-2-8086-03,전선,컴퓨터공학기초실험1,2,신동화,62,금0금1금2,소프트웨어융합대학,컴퓨터정보공학부
H020-2-8481-01,전필,객체지향프로그래밍설계,3,심동규,50,월3수4,소프트웨어융합대학,컴퓨터정보공학부
H020-2-8481-02,전필,객체지향프로그래밍설계,3,신동화,51,월4수3,소프트웨어융합대학,컴퓨터정보공학부
H020-2-8482-01,전선,객체지향프로그래밍실습,1,신동화,81,목7목8,소프트웨어융합대학,컴퓨터정보공학부
H020-2-8482-02,전선,객체지향프로그래밍실습,1,이기훈,13,금3금4,소프트웨어융합대학,컴퓨터정보공학부
H020-2-8482-03,전선,객체지향프로그래밍실습,1,이혁준,94,화7화8,소프트웨어융합대학,컴퓨터정보공학부
H020-3-0922-01,전필,시스템프로그래밍,3,김태석,80,월5수6,소프트웨어융합대학,컴퓨터정보공학부
H020-3-0922-02,전필,시스템프로그래밍,3,최상호,66,월2수1,소프트웨어융합대학,컴퓨터정보공학부
H020-3-1647-01,전필,컴퓨터구조,3,이성원,45,월3수4,소프트웨어융합대학,컴퓨터정보공학부
H020-3-1654-01,전선,컴퓨터네트워크,3,이혁준,11,화5목6,소프트웨어융합대학,컴퓨터정보공학부
H020-3-2004-01,전선,신호및시스템,3,이성원,75,월4수3,소프트웨어융합대학,컴퓨터정보공학부
H020-3-3704-01,전선,시스템프로그래밍실습,1,최상호,89,금1금2,소프트웨어융합대학,컴퓨터정보공학부
H020-3-3704-02,전선,시스템프로그래밍실습,1,이기훈,58,금5금6,소프트웨어융합대학,컴퓨터정보공학부
H020-3-3704-03,전선,시스템프로그래밍실습,1,김태석,61,금7금8,소프트웨어융합대학,컴퓨터정보공학부
H020-3-3831-01,전선,컴퓨터구조실험,1,이성원,85,수7수8,소프트웨어융합대학,컴퓨터정보공학부
H020-3-3831-02,전선,컴퓨터구조실험,1,이혁준,99,금3금4,소프트웨어융합대학,컴퓨터정보공학부
H020-3-8993-01,전선,소프트웨어프로젝트1,3,이우신,60,월1월7월8수2,소프트웨어융합대학,컴퓨터정보공학부
H020-4-0846-01,전선,소프트웨어공학,3,이기훈,55,월5수6,소프트웨어융합대학,컴퓨터정보공학부
H020-4-3112-01,전선,무선이동네트워크및5G,3,이형근,76,화5목6,소프트웨어융합대학,컴퓨터정보공학부
H020-4-4136-01,전선,컴퓨터비젼,3,심동규,83,월4수3,소프트웨어융합대학,컴퓨터정보공학부
H020-4-5861-01,전선,임베디드시스템S/W설계,3,김태석,59,월6수5,소프트웨어융합대학,컴퓨터정보공학부
H020-4-8483-01,전선,머신러닝,3,박철수,75,월3수4,소프트웨어융합대학,컴퓨터정보공학부
H020-4-8995-01,전선,산학협력캡스톤설계1,3,이형근,92,화6목5,소프트웨어융합대학,컴퓨터정보공학부
H030-3-1942-01,기선,확률및통계,3,미정,55,월2수1,소프트웨어융합대학,소프트웨어학부
H030-1-8998-01,전선,소프트웨어입문세미나,1,이윤구,95,월4,소프트웨어융합대학,소프트웨어학부
H030-2-0448-01,전선,디지털논리,3,김진우,79,월5수6,소프트웨어융합대학,소프트웨어학부
H030-2-0448-02,전선,디지털논리,3,김진우,36,월6수5,소프트웨어융합대학,소프트웨어학부
H030-2-1183-01,전선,이산구조,3,최민규,68,금1금2,소프트웨어융합대학,소프트웨어학부
H030-2-1183-02,전선,이산구조,3,김용혁,77,금1금2,소프트웨어융합대학,소프트웨어학부
H030-2-3403-01,전선,고급프로그래밍,3,이강훈,27,화5목6,소프트웨어융합대학,소프트웨어학부
H030-2-3403-02,전선,고급프로그래밍,3,미정,30,금3금4,소프트웨어융합대학,소프트웨어학부
H030-2-3403-03,전선,고급프로그래밍,3,최영근,42,월1월2,소프트웨어융합대학,소프트웨어학부
H030-2-8484-01,전선,리눅스활용실습,2,박병준,36,화0화1화2,소프트웨어융합대학,소프트웨어학부
H030-3-0969-01,전필,알고리즘,3,박병준,41,월5수6,소프트웨어융합대학,소프트웨어학부
H030-3-0969-02,전필,알고리즘,3,김용혁,90,월5수6,소프트웨어융합대학,소프트웨어학부
H030-3-1647-01,전선,컴퓨터구조,3,이윤구,96,수2,소프트웨어융합대학,소프트웨어학부
H030-3-1647-02,전선,컴퓨터구조,3,이윤구,83,수1,소프트웨어융합대학,소프트웨어학부
H030-3-3663-01,전선,데이터베이스,3,문승현,16,화5목6,소프트웨어융합대학,소프트웨어학부
H030-3-3663-02,전선,데이터베이스,3,문승현,69,화6목5,소프트웨어융합대학,소프트웨어학부
H030-3-4534-01,전선,데이터통신,3,최웅철,51,월6수5,소프트웨어융합대학,소프트웨어학부
H030-3-8485-01,전필,응용소프트웨어실습,3,이강훈,79,목0목1목2,소프트웨어융합대학,소프트웨어학부
H030-3-8485-02,전필,응용소프트웨어실습,3,김용혁,88,목0목1목2,소프트웨어융합대학,소프트웨어학부
H030-3-8485-03,전필,응용소프트웨어실습,3,미정,20,금0금1금2,소프트웨어융합대학,소프트웨어학부
H030-4-0846-01,전선,고프트웨어공학,3,이윤구,20,월3수4,소프트웨어융합대학,소프트웨어학부
H030-4-3113-01,전선,혼합현실,3,이강훈,24,화5목5,소프트웨어융합대학,소프트웨어학부
H030-4-3683-01,전선,딥러닝실습,2,문승현,89,금5금6,소프트웨어융합대학,소프트웨어학부
H030-4-3684-01,전선,정보시스템응용,3,최웅철,18,월5수6,소프트웨어융합대학,소프트웨어학부
H030-4-3685-01,전선,컴퓨터애니메이션실습,2,최민규,67,화1화2,소프트웨어융합대학,소프트웨어학부
H030-4-3830-01,전선,네트워크보안,3,김진우,34,월2수1,소프트웨어융합대학,소프트웨어학부
H030-4-4535-01,전선,무선네트워크,3,최웅철,37,월4수3,소프트웨어융합대학,소프트웨어학부
H030-4-4839-01,전선,컴퓨터애니메이션실습,3,최민규,15,화5목6,소프트웨어융합대학,소프트웨어학부
H030-4-8995-01,전선,산학협력캡스톤설계1,3,이동호,75,금3금4,소프트웨어융합대학,소프트웨어학부
H030-4-9151-01,전선,기계학습,3,박병준,22,월6,소프트웨어융합대학,소프트웨어학부
H040-1-3806-01,전선,전공미리보기(OT학기제),1,임동혁,41,X,소프트웨어융합대학,정보융합학부
H040-1-4002-01,기선,통계학개론,3,박지연,49,금1금2,소프트웨어융합대학,정보융합학부
H040-1-4002-02,기선,통계학개론,3,이명숙,94,금3금4,소프트웨어융합대학,정보융합학부
H040-2-1234-01,전선,진로탐색및설계,1,임동혁,29,화10화11,소프트웨어융합대학,정보융합학부
H040-2-1655-01,전선,컴퓨터네트워크,3,박재성,21,화3목4,소프트웨어융합대학,정보융합학부
H040-2-1655-02,전선,컴퓨터네트워크,3,박재성,28,화3목4,소프트웨어융합대학,정보융합학부
H040-2-3688-01,전필,AI수학,3,조민수,15,화4목3,소프트웨어융합대학,정보융합학부
H040-2-3688-02,전필,AI수학,3,조민수,60,화6목5,소프트웨어융합대학,정보융합학부
H040-2-4501-01,전선,빅데이터프로그래밍,3,임동혁,27,월5수6,소프트웨어융합대학,정보융합학부
H040-2-4501-02,전선,빅데이터프로그래밍,3,임동혁,60,월6수5,소프트웨어융합대학,정보융합학부
H040-2-7777-01,전필,객체지향프로그래밍,3,김준석,90,월2수1,소프트웨어융합대학,정보융합학부
H040-2-7777-02,전필,객체지향프로그래밍,3,김수환,89,화1목2,소프트웨어융합대학,정보융합학부
H040-2-7777-03,전필,객체지향프로그래밍,3,김준석,41,화2목1,소프트웨어융합대학,정보융합학부
H040-2-8461-01,전선,오픈소스소프트웨어,3,박규동,29,월4수3,소프트웨어융합대학,정보융합학부
H040-2-9160-01,전선,인터랙티브미디어개론,3,김현경,56,월3수4,소프트웨어융합대학,정보융합학부
H040-3-3951-01,전선,컴퓨터그래픽스,3,김동준,50,월1수2,소프트웨어융합대학,정보융합학부
H040-3-4139-01,전선,텍스트마이닝,3,조민수,72,월3수4,소프트웨어융합대학,정보융합학부
H040-3-4503-01,전선,IoT시스템설계및실습,3,박재성,94,수5수6수7,소프트웨어융합대학,정보융합학부
H040-3-5474-01,전선,컴퓨터비전,3,김수환,99,월4수3,소프트웨어융합대학,정보융합학부
H040-3-7737-01,전선,UX/UI디자인,3,김현경,44,월2수1,소프트웨어융합대학,정보융합학부
H040-3-9151-01,전선,기계학습,3,이상민,99,화3목4,소프트웨어융합대학,정보융합학부
H040-3-9151-02,전선,기계학습,3,이상민,67,화4목3,소프트웨어융합대학,정보융합학부
H040-3-9617-01,전선,실험설계및분석,3,박규동,79,월5월6,소프트웨어융합대학,정보융합학부
H040-4-3716-01,전선,인터랙티브AI,3,이상민,27,월4수3,소프트웨어융합대학,정보융합학부
H040-4-4028-01,전선,증강현실,3,김동준,37,화3목4,소프트웨어융합대학,정보융합학부
H040-4-4434-01,전선,딥러닝프로그래밍,3,김준석,42,화4목3,소프트웨어융합대학,정보융합학부
H040-4-8995-01,전선,산학협력캡스톤설계1,3,조재희,69,월1수2,소프트웨어융합대학,정보융합학부
H040-4-9925-01,전선,데이터시각화,3,조재희,66,월3수4,소프트웨어융합대학,정보융합학부
1000-1-4625-01,기필,대학수학및연습1,3,최현욱,97,금1금2,공과대학,공통
1000-1-4625-02,기필,대학수학및연습1,3,김원주,24,월4수3,공과대학,공통
1000-1-4625-03,기필,대학수학및연습1,3,권윤기,14,월5수6,공과대학,공통
1000-1-4628-01,기선,기초수학및연습,3,최종성,95,금5금6,공과대학,공통
1000-2-8584-01,전선,창업프로세스와지식재산권,3,조용천,33,화5화6,공과대학,공통
1000-3-3270-01,전선,전자및에너지재료공학,3,손희상,29,금3금4,공과대학,공통
1000-3-7905-01,기선,공학기술과사회,3,민상원,32,목5목6,공과대학,공통
1000-3-8831-01,전선,기술창업전략및실습,3,손희상,45,금7금8금9,공과대학,공통
1140-1-386-01,전선,전공미리보기(OT학기제,1,이기원,23,X,공과대학,화학공학과
1140-1-9753-01,기필,대학물리학1,3,백구연,71,월4수3,공과대학,화학공학과
1140-1-3415-01,기필,대학화학및실험1,3,박세규,20,월2수1수2,공과대학,화학공학과
1140-1-3415-02,기필,대학화학및실험1,3,손희상,92,월2수1수2,공과대학,화학공학과
1140-1-6527-01,기선,대학생물및실험,3,손희상,23,월6월7월8월9,공과대학,화학공학과
1140-2-4969-01,기필,공학수학1,3,이기원,76,월6수5,공과대학,화학공학과
1140-1-2957-01,전선,공학설계입문,3,김영훈,29,월6수5,공과대학,화학공학과
1140-2-0720-01,전선,분석화학,3,박세규,22,화2목1,공과대학,화학공학과
1140-2-1135-01,전필,유기화학1,3,김대흠,78,월4수3,공과대학,화학공학과
1140-2-1911-01,전필,화공양론,3,이기원,72,,공과대학,화학공학과
1140-2-4069-01,전선,AI화공개론,3,김연수,35,월5수6,공과대학,화학공학과
1140-2-4872-01,전필,화공기초이론및실험1,3,김대흠,18,월0월1월2,공과대학,화학공학과
1140-2-4872-02,전필,화공기초이론및실험1,3,김영훈,24,수0수1수2,공과대학,화학공학과
1140-2-4872-03,전필,화공기초이론및실험1,3,박세규,84,금0금1금2,공과대학,화학공학과
1140-3-0644-01,전선,반응공학,3,박세규,22,화4목3,공과대학,화학공학과
1140-3-0790-01,전선,생물화학고유학,3,미정,32,월6월7월8,공과대학,화학공학과
1140-3-1147-01,전선,유체역학,3,윤도영,56,월2수1,공과대학,화학공학과
1140-3-1266-01,전선,재료공학,3,손희상,33,금5금6,공과대학,화학공학과
1140-3-1915-01,전선,화공열역학1,3,김영훈,36,월4수3,공과대학,화학공학과
1140-3-4874-01,전필,단위조작이론및실험1,3,김연수,12,목0목1목2,공과대학,화학공학과
1140-3-4874-02,전필,단위조작이론및실험1,3,윤도영,92,화0화1화2,공과대학,화학공학과
1140-3-4874-03,전필,단위조작이론및실험1,3,손희상,40,금0금1금2,공과대학,화학공학과
1140-3-5694-1,전선,경력개발과취업전략,2,손희상,91,수6수7,공과대학,화학공학과
1140-4-0168-01,전선,고분자화학,3,김대흠,30,월6수5,공과대학,화학공학과
1140-4-1905-01,전선,화공설계,3,김연수,88,월1수2,공과대학,화학공학과
1140-4-1968-01,전선,환경화학공학,3,손희상,16,수4,공과대학,화학공학과
1140-4-4875-01,전선,생물화학공학이론및실험,3,박철환,32,화0화1화2,공과대학,화학공학과
1140-4-4875-02,전선,생물화학공학이론및실험,3,이기원,38,목0목1목2,공과대학,화학공학과
1140-4-5479-01,전선,물질전달공정,3,윤도영,21,월4수3,공과대학,화학공학과
1140-4-9722-01,전선,캡스톤설계심화,3,박철환,51,화5화6,공과대학,화학공학과
1160-1-3806-01,전선,전공미리보기(OT학기제),1,장민,31,X,공과대학,환경공학과
1160-1-3415-01,기필,대학화학및실험1,3,양재규,89,월1월2수2,공과대학,환경공학과
1160-1-6527-01,기필,대학생물및실험,3,장민,35,화5화6화7,공과대학,환경공학과
1160-2-4969-01,기선,공학수학1,3,코두루,43,목5목6,공과대학,환경공학과
1160-1-2957-01,전선,공학설계입문,3,장민,76,월5수6,공과대학,환경공학과
1160-2-0857-01,전선,수문학,3,이영수,81,금5금6,공과대학,환경공학과
1160-2-0875-01,기선,수차해석,3,김영희,79,월2수1,공과대학,환경공학과
1160-2-1952-01,전선,환경미생물학,3,강선흥,63,월3수4,공과대학,환경공학과
1160-2-3135-01,전선,환경화학공학,3,코두루,98,금3금4,공과대학,환경공학과
1160-2-3136-01,전선,환경단위조작,3,장윤영,71,화3목4,공과대학,환경공학과
1160-2-5486-01,전선,환경기초실험,3,양재규,46,화5화6화7,공과대학,환경공학과
1160-3-4002-01,기선,통계학개론,3,미정,65,월6수5,공과대학,환경공학과
1160-3-4126-01,전선,지반환경위해성평개,3,장윤영,35,화4목3,공과대학,환경공학과
1160-3-4881-01,전선,물리화학적수처리,3,강선홍,93,월4수3,공과대학,환경공학과
1160-3-4882-01,전필,대기오염및모델링실습,3,유경선,97,화3목4,공과대학,환경공학과
1160-3-8496-01,전선,환경법및정책,3,유경선,44,화5목6,공과대학,환경공학과
1160-4-1749-01,전선,폐기물처리시설설계,3,김동수,100,수5수6,공과대학,환경공학과
1160-4-1959-01,전선,환경영향평가,3,황정배,87,금5금6,공과대학,환경공학과
1160-4-3132-01,전선,수처리시설설계,3,김충곤,62,목1목2,공과대학,환경공학과
1160-4-3137-01,전선,에너지공학,3,유경선,13,화4목3,공과대학,환경공학과
1160-4-8498-01,전선,안전환경공학,3,이영수,25,금3금4,공과대학,환경공학과
1160-4-8499-01,전선,상하수도공학,3,강윤민,15,목5목6,공과대학,환경공학과
1170-1-3806-01,전선,전공미리보기(OT학기제),1,이슬기,11,X,공과대학,건축공학과
1170-1-3414-01,기필,대학물리및실험,3,구제환,84,화3화4목4,공과대학,건축공학과
1170-1-7466-01,기선,대학화학,3,미정,47,목1목2,공과대학,건축공학과
1170-2-4626-01,기선,대학수학및연습2,3,윤미,73,화3목4,공과대학,건축공학과
1170-1-4628-01,기선,기초수학및연습,3,최종성,47,월1수2,공과대학,건축공학과
1170-1-6503-01,전선,건축공학개론,3,김재요,68,월4수3,공과대학,건축공학과
1170-2-0086-01,전선,건축환경1,3,김지혜,43,수3,공과대학,건축공학과
1170-2-0276-01,전필,구조역학1,3,양원직,73,월1월2월3,공과대학,건축공학과
1170-2-3701-01,전필,일반구조,3,김창덕,38,월5월6,공과대학,건축공학과
