학정번호,구분,과목명,학점,담당교수,여석,강의시간,학부,학과
3210-2-6186-01,전선,미디어콘텐츠기초실습,3,원종욱,18,월0월1월2,인문사회과학대학,동북아문화산업학부
3210-2-9219-01,전선,중국어연습,3,왕베이베이,28,목3목4,인문사회과학대학,동북아문화산업학부
3210-2-9700-01,전선,문화산업개론,3,조영복,38,화6목5,인문사회과학대학,동북아문화산업학부
3210-3-5614-01,전선,변혁기의현대중국문학,3,전보옥,48,월5수6,인문사회과학대학,동북아문화산업학부
3210-3-5615-01,전선,탈근대의일본현대소설,3,최정아,91,금3금4,인문사회과학대학,동북아문화산업학부
3210-3-5618-01,전선,스토리텔링과매체변용,3,이종승,36,화5화6,인문사회과학대학,동북아문화산업학부
3210-3-6190-01,전선,광고콘텐츠제작실습,3,김문석,22,월5월6월7,인문사회과학대학,동북아문화산업학부
3210-3-6191-01,전선,일본서사와문화원형,3,강태웅,27,화4목3,인문사회과학대학,동북아문화산업학부
3210-4-6193-01,전선,한일문화비교론,3,강태웅,56,월4수3,인문사회과학대학,동북아문화산업학부
3210-4-6197-01,전선,일본서브컬처론,3,강태웅,28,월6수5,인문사회과학대학,동북아문화산업학부
3210-4-6563-01,전선,문화비평연습,3,강성률,23,금5금6,인문사회과학대학,동북아문화산업학부
F000-2-3771-01,전선,한국법입문,3,한재경,71,X,정책법학대학,공통
F020-1-3806-01,전선,전공미리보기(OT학기제),1,박규동,79,X,정책법학대학,행정학과
F020-1-1848-01,전필,행정학개론,3,최영훈,11,월2수1,정책법학대학,행정학과
F020-1-8104-01,전선,현대사회문제론,3,정진경,66,월1수2,정책법학대학,행정학과
F020-2-1508-01,전필,정책학,3,최영훈,75,월3수4,정책법학대학,행정학과
F020-2-1539-01,전필,조직론,3,서승현,70,금5금6,정책법학대학,행정학과
F020-2-3757-01,전선,지방정부론,3,정진경,88,월5수6,정책법학대학,행정학과
F020-2-8108-01,전선,관료제와민주주의,3,서승현,26,금3금4,정책법학대학,행정학과
F020-2-9726-01,전선,디지털시대의행정,3,최영훈,65,월4수3,정책법학대학,행정학과
F020-3-3380-01,전선,정책분석평가론,3,김주찬,87,화4목3,정책법학대학,행정학과
F020-3-3795-01,전선,행정데이터분석론,3,박규동,57,월6수5,정책법학대학,행정학과
F020-3-4947-01,전선,규제정책론,3,이혜영,10,화3목4,정책법학대학,행정학과
F020-3-8092-01,전선,Discussions In Public Administration,3,박규동,38,월2수1,정책법학대학,행정학과
F020-4-5879-01,전선,공공기관론,3,김주찬,74,화5화6,정책법학대학,행정학과
F020-4-6923-01,전선,행정개혁론,3,한종희,90,목5목6,정책법학대학,행정학과
F030-1-3806-01,전선,전공미리보기(OT학기제),1,서의경,92,X,정책법학대학,법학부
F030-1-0619-01,전선,민법총칙1,3,이춘원,77,월1수2,정책법학대학,법학부
F030-1-0619-02,전선,민법총칙1,3,성준호,42,금1금2,정책법학대학,법학부
F030-1-0619-03,전선,민법총칙1,3,미정,100,월1수2,정책법학대학,법학부
F030-1-1856-01,전선,헌법1,3,손상식,18,화5목6,정책법학대학,법학부
F030-1-1856-02,전선,헌법1,3,손상식,98,화6목5,정책법학대학,법학부
F030-1-1856-03,전선,헌법1,3,미정,48,목3목4,정책법학대학,법학부
F030-2-0315-01,전선,국제법1,3,유선봉,40,금3금4,정책법학대학,법학부
F030-2-0315-02,전선,국제법1,3,권재원,64,화3목4,정책법학대학,법학부
F030-2-0378-01,전필,노동법1,3,이준희,72,화1목2,정책법학대학,법학부
F030-2-0378-02,전필,노동법1,3,이준희,56,화2목1,정책법학대학,법학부
F030-2-1590-01,전필,채권총론,3,이춘원,29,월2수1,정책법학대학,법학부
F030-2-1590-02,전필,채권총론,3,미정,16,금1금2,정책법학대학,법학부
F030-2-1590-03,전필,채권총론,3,미정,24,월2수1,정책법학대학,법학부
F030-2-1840-01,전선,행정법총론,3,정영철,33,월3수4,정책법학대학,법학부
F030-2-1840-02,전선,행정법총론,3,정영철,71,월4수3,정책법학대학,법학부
F030-2-4220-01,전선,형법총론2,3,한재경,10,화1목2,정책법학대학,법학부
F030-2-4220-02,전선,형법총론2,3,한재경,33,화2목1,정책법학대학,법학부
F030-2-4220-03,전선,형법총론2,3,한재경,44,화4목3,정책법학대학,법학부
F030-2-5538-01,전선,상법총론,3,서의경,37,월5수6,정책법학대학,법학부
F030-2-5538-02,전선,상법총론,3,서의경,19,월6수5,정책법학대학,법학부
F030-2-5560-01,전선,과학기술법제론,3,미정,26,금5금6,정책법학대학,법학부
F030-2-5561-01,전선,지적재산법,3,권지현,76,화3목4,정책법학대학,법학부
F030-2-5561-02,전선,지적재산법,3,권지현,38,화6목5,정책법학대학,법학부
F030-2-7697-01,전선,기본권론,3,손상식,40,월5수6,정책법학대학,법학부
F030-2-7697-02,전선,기본권론,3,손상식,88,월6수5,정책법학대학,법학부
F030-2-7697-03,전선,기본권론,3,미정,20,금3금4,정책법학대학,법학부
F030-3-0564-01,전선,물권법,3,박민지,68,월7월8월9,정책법학대학,법학부
F030-3-0622-01,전필,민사소송법,3,신만중,58,월2월3,정책법학대학,법학부
F030-3-0622-02,전필,민사소송법,3,미정,72,화1목2,정책법학대학,법학부
F030-3-0999-01,전선,어음수표법,3,서의경,90,월3수4,정책법학대학,법학부
F030-3-0999-02,전선,어음수표법,3,서의경,65,수3,정책법학대학,법학부
F030-3-1897-01,전선,형사소송법,3,한재경,98,월1수2,정책법학대학,법학부
F030-3-1897-02,전선,형사소송법,3,한재경,67,목7목8목9,정책법학대학,법학부
F030-3-3873-01,전선,상표법,3,권지현,32,금5금6,정책법학대학,법학부
F030-3-4221-01,전선,민사집행법,3,미정,72,화2목1,정책법학대학,법학부
F030-3-5564-01,전선,정보통신법개론,3,미정,57,화4목3,정책법학대학,법학부
F030-3-5694-01,전선,경력개발과취업전략,2,권지현,61,목6목7,정책법학대학,법학부
F030-3-8544-01,전선,부동산공법,3,정영철,56,월6수5,정책법학대학,법학부
F030-3-8908-01,전선,사회보장법,3,이준희,39,월5수6,정책법학대학,법학부
F030-4-0121-01,전선,경제법,3,조현진,87,수5,정책법학대학,법학부
F030-4-1898-01,전선,형사소송실무,3,이두희,96,금1금2,정책법학대학,법학부
F030-4-3759-01,전선,디지털법률행위론,3,미정,41,목8목9목10,정책법학대학,법학부
F030-4-5541-01,전선,형사법판례세미나,3,한재경,11,월2수1,정책법학대학,법학부
F030-4-5570-01,전선,특허심판과소송실무,3,오승준,20,월1,정책법학대학,법학부
F030-4-9226-01,전선,행정법판례세미나,3,정영철,11,월5수6,정책법학대학,법학부
F050-2-3654-01,기선,법과정치,3,손상식,99,토1토2,정책법학대학,자산관리학과
F050-1-3262-01,전선,계약법1,3,장완규,18,수7수8수9,정책법학대학,자산관리학과
F050-1-3264-01,전선,금융자산관리론,3,김신영,25,수10수11수12,정책법학대학,자산관리학과
F050-1-3761-01,전선,법학기초론,3,미정,39,토3토4,정책법학대학,자산관리학과
F050-2-0564-01,전선,물권법,3,최명순,90,토3토4,정책법학대학,자산관리학과
F050-2-4447-01,전선,기업법실무,3,김신영,77,수7수8수9,정책법학대학,자산관리학과
F050-2-6947-01,전선,부동산학개론,3,미정,20,토5토6,정책법학대학,자산관리학과
F050-2-8543-01,전선,자산범죄론,3,한재경,18,수10수11수12,정책법학대학,자산관리학과
F050-3-7396-01,전선,부동산등기법,3,이민,41,수10수11수12,정책법학대학,자산관리학과
F050-3-8546-01,전필,자산과세무,3,미정,65,토5토6,정책법학대학,자산관리학과
F050-3-8550-01,전필,금융법제론,3,서의경,28,수7수8수9,정책법학대학,자산관리학과
F050-3-9238-01,전선,공동주택법제론,3,이영미,26,토3토4,정책법학대학,자산관리학과
F050-4-8542-01,전선,자산과회계,3,윤명옥,84,토3토4,정책법학대학,자산관리학과
F050-4-8548-01,전선,재개발과재건축론,3,여지윤,98,토5토6,정책법학대학,자산관리학과
F050-4-9237-01,전선,재무관리론,3,하용성,43,수7수8수9,정책법학대학,자산관리학과
F040-1-3806-01,전선,전공미리보기(OT학기제),1,전진호,17,X,정책법학대학,국제학부
F040-1-7438-01,전필,동아시아역사1,3,김광열,99,화4목3,정책법학대학,국제학부
F040-1-9227-01,전선,동북아국제관계,3,신봉섭,53,월3월4,정책법학대학,국제학부
F040-2-1234-01,전선,진로탐색및설계,1,전진호,99,수1수2,정책법학대학,국제학부
F040-2-2028-01,전선,중국학개론,3,문경연,79,금3금4,정책법학대학,국제학부
F040-2-4445-01,전선,일본학개론,3,정미애,57,수3수4,정책법학대학,국제학부
F040-2-6939-01,전선,외교정책론,3,윤이숙,14,월6수5,정책법학대학,국제학부
F040-2-7401-01,전필,전공진로탐색,3,전진호,43,수6수7수8,정책법학대학,국제학부
F040-3-3258-01,전선,일본산업경제론,3,김일식,59,월4수3,정책법학대학,국제학부
F040-3-4446-01,전선,중국사회문화연구,3,문경연,82,화2목1,정책법학대학,국제학부
F040-3-5639-01,전선,일본정치외교론,3,전진호,12,화4목3,정책법학대학,국제학부
F040-3-8099-01,전선,동아시아환경과에너지정책,3,윤이숙,14,목6목7목8,정책법학대학,국제학부
F040-3-9730-01,전선,통일북한특강,3,신상진,99,화6목5,정책법학대학,국제학부
F040-4-6202-01,전선,중미관계론,3,신상진,19,화4목3,정책법학대학,국제학부
F040-4-8578-01,전선,Capstone Design Seminar : 국제관계,3,윤이숙,92,월2,정책법학대학,국제학부
F040-4-8579-01,전선,Capstone Design Seminar : 중국,3,문경연,38,화5목6,정책법학대학,국제학부
F040-4-9231-01,전선,일본시민운동론r,3,김광열,98,화6목5,정책법학대학,국제학부
F040-4-9233-01,전선,일본연구세미나,3,전진호,47,화3목4,정책법학대학,국제학부
5080-1-3806-01,전선,전공미리보기(OT학기제),1,하용수,82,X,경영대학,경영학부
5080-1-4929-01,기선,경영과컴퓨터,3,서상구,88,월5수6,경영대학,경영학부
5080-1-0109-01,기선,경영통계,3,이석준,41,화1목2,경영대학,경영학부
5080-1-0109-02,기선,경영통계,3,이석준,63,화2목1,경영대학,경영학부
5080-1-1970-01,전필,회계원리,3,김도형,26,월6수5,경영대학,경영학부
5080-1-1970-02,전필,회계원리,3,박애영,24,화2목1,경영대학,경영학부
5080-1-1970-03,전필,회계원리,3,이문희,37,금1금2,경영대학,경영학부
5080-1-8553-01,전선,경영학의이해,3,이홍,68,화3목4,경영대학,경영학부
5080-1-8553-02,전선,경영학의이해,3,이홍,24,화4목3,경영대학,경영학부
5080-1-9751-01,전선,비즈니스매니지먼트,3,박설연,36,월3수4,경영대학,경영학부
5080-1-9752-01,전선,비즈니스오피스,3,이석준,57,토1토2,경영대학,경영학부
5080-2-0092-01,전선,경영과학,3,김지현,13,월5수6,경영대학,경영학부
5080-2-0092-02,전선,경영과학,3,김지현,21,월6수5,경영대학,경영학부
5080-2-0508-01,전필,마케팅,3,하용수,88,월2수1,경영대학,경영학부
5080-2-0508-02,전필,마케팅,3,하용수,91,화1목2,경영대학,경영학부
5080-2-0508-03,전필,마케팅,3,이인남,71,월5수6,경영대학,경영학부
5080-2-1112-01,전선,원가회계,3,박애영,94,화3목4,경영대학,경영학부
5080-2-1112-02,전선,원가회계,3,박애영,27,화4목3,경영대학,경영학부
5080-2-1112-03,전선,원가회계,3,송은진,69,금3금4,경영대학,경영학부
5080-2-1234-01,전선,진로탐색및설계,1,하용수,81,토1토2,경영대학,경영학부
5080-2-1277-01,전필,채무관리,3,이효정,64,화3목4,경영대학,경영학부
5080-2-1277-02,전필,채무관리,3,이효정,35,금6금7,경영대학,경영학부
5080-2-1277-03,전필,채무관리,3,유전무,84,수3수4,경영대학,경영학부
5080-2-1277-04,전필,채무관리,3,원대연,53,월2수1,경영대학,경영학부
5080-2-2910-01,전선,인터넷프로그래밍,3,최정현,97,토3토4,경영대학,경영학부
5080-2-4900-01,전필,생산운영관리,3,정석재,97,월3수4,경영대학,경영학부
5080-2-4900-02,전필,생산운영관리,3,심정은,38,화3목4,경영대학,경영학부
5080-2-4900-03,전필,생산운영관리,3,심정은,40,화4목3,경영대학,경영학부
5080-2-4900-04,전필,생산운영관리,3,심정은,21,화2목1,경영대학,경영학부
5080-2-5214-01,전선,경영통계분석,3,박영수,67,금1금2,경영대학,경영학부
5080-2-8554-01,전필,조직행동,3,박준형,82,화1목2,경영대학,경영학부
5080-2-8554-02,전필,조직행동,3,박준형,77,화2목1,경영대학,경영학부
5080-2-8554-03,전필,조직행동,3,박설연,100,화6목5,경영대학,경영학부
5080-2-8554-04,전필,조직행동,3,최재운,86,월2수1,경영대학,경영학부
5080-2-8555-01,전필,MIS개론,3,최재운,95,금3금4,경영대학,경영학부
5080-2-8555-02,전필,MIS개론,3,최정현,25,월5수6,경영대학,경영학부
5080-2-8555-03,전필,MIS개론,3,서상구,78,목6목7,경영대학,경영학부
5080-2-8556-01,전선,비즈니스데이터분석,3,김태경,97,금7금8금9,경영대학,경영학부
5080-2-8557-01,전선,소비자행동,3,변숙은,86,월4수3,경영대학,경영학부
5080-2-8557-02,전선,소비자행동,3,변숙은,86,월6수5,경영대학,경영학부
5080-3-0225-01,전선,관리회계,3,김도형,34,월1수2,경영대학,경영학부
5080-3-0225-02,전선,관리회계,3,김도형,31,월2수1,경영대학,경영학부
5080-3-0225-03,전선,관리회계,3,미정,72,월5수6,경영대학,경영학부
5080-3-1149-01,전선,유통관리,3,이인남,32,월3수4,경영대학,경영학부
5080-3-1149-02,전선,유통관리,3,이인남,89,월4수3,경영대학,경영학부
5080-3-2017-01,전선,정보화전략,3,김태경,92,금1금2,경영대학,경영학부
5080-3-2923-01,전선,경영전략,3,이병헌,40,월3수4,경영대학,경영학부
5080-3-3304-01,전선,경영데이터과학론,3,김태경,97,월1수2,경영대학,경영학부
5080-3-3762-01,전선,서비스경영관리,3,변숙은,27,금1금2,경영대학,경영학부
5080-3-4127-01,전선,통합적마케팅커뮤니케이션,3,하용수,66,월4수3,경영대학,경영학부
5080-3-5148-01,전선,증권투자론,3,이효정,74,화4목3,경영대학,경영학부
5080-3-5218-01,전선,경영데이터베이스,3,서상구,74,월3수4,경영대학,경영학부
5080-3-5218-02,전선,경영데이터베이스,3,서상구,87,금6금7,경영대학,경영학부
5080-3-5306-01,전선,중급회계1,3,김성환,75,화1목2,경영대학,경영학부
5080-3-5306-02,전선,중급회계1,3,김성환,66,화2목1,경영대학,경영학부
5080-3-5546-01,전선,비즈니스인텔리전스,3,최재운,31,화5목6,경영대학,경영학부
5080-3-5694-01,전선,경력개발과취업전략,2,하용수,83,목6목7,경영대학,경영학부
5080-3-6108-01,전선,경영시뮬레이션,3,미정,73,월4수3,경영대학,경영학부
5080-3-7398-01,전선,ERP개론,3,이용승,27,금7금8금9,경영대학,경영학부
5080-4-0345-01,전선,금융시장론,3,한재현,85,월3수4,경영대학,경영학부
5080-4-2183-01,전선,재무분석,3,고형일,82,화1목2,경영대학,경영학부
5080-4-3973-01,전선,자산운용심화,3,장민기,19,금3금4,경영대학,경영학부
5080-4-4040-01,전선,품질경영,3,김지현,41,월4수3,경영대학,경영학부
5080-4-4242-01,전선,기업정보보안,3,최정현,37,화3목4,경영대학,경영학부
5080-4-4448-01,전선,경영사례연구,3,이병헌,60,월4수3,경영대학,경영학부
5080-4-7882-01,전선,성공적인창업계획,3,이현경,91,월6수5,경영대학,경영학부
5080-4-8112-01,전선,경영실무(캡스톤설계),3,이승도,88,금5금6,경영대학,경영학부
5080-4-8558-01,전선,비즈니스아이템발견,3,이병헌,29,월2수1,경영대학,경영학부
5080-4-8559-01,전선,비쥬얼애널리틱스,3,최재운,70,화3목4,경영대학,경영학부
5080-4-8563-01,전선,혁신제품의사업화마케팅,3,김도형,20,금3금4,경영대학,경영학부
5080-4-8564-01,전선,사업과금융,3,송영출,72,금5금6,경영대학,경영학부
5080-4-9731-01,전선,회계디지털데이터활용과분석,3,정아름,26,금3금4,경영대학,경영학부
5100-1-3806-01,전선,전공미리보기(OT학기제),1,정재휘,85,X,경영대학,국제통상학부
5100-1-9214-01,전필,일본어기초1,3,후지무라마이,48,화4목3,경영대학,국제통상학부
5100-1-9215-01,전필,중국어기초1,3,이가인,67,월2수1,경영대학,국제통상학부
5100-1-9215-02,전필,중국어기초1,3,곡효운,36,월6수5,경영대학,국제통상학부
5100-1-0129-01,전선,경제학원론,3,박희대,62,월3수4,경영대학,국제통상학부
5100-1-4449-01,전필,국제통상학개론,3,정재휘,79,화6목5,경영대학,국제통상학부
5100-1-4449-02,전필,국제통상학개론,3,이주윤,90,월6수5,경영대학,국제통상학부
5100-1-9926-01,전선,생활속의글로벌경제,3,심상렬,24,X,경영대학,국제통상학부
5100-2-0048-01,전필,거시경제학,3,임종수,14,화3목4,경영대학,국제통상학부
5100-2-0048-02,전필,거시경제학,3,임종수,65,화4목3,경영대학,국제통상학부
5100-2-0613-01,전필,미시경제학,3,박희대,61,월1수2,경영대학,국제통상학부
5100-2-0613-02,전필,미시경제학,3,박희대,65,월2수1,경영대학,국제통상학부
5100-2-1234-01,전선,진로탐색및설계,1,정재휘,75,금7금8,경영대학,국제통상학부
5100-2-3295-01,전필,국제비즈니스영어,3,황정미,49,금5금6,경영대학,국제통상학부
5100-2-3295-02,전필,국제비즈니스영어,3,김민정,87,수5수6,경영대학,국제통상학부
5100-2-5096-01,전필,중국어청취연습,3,이가은,64,월3수4,경영대학,국제통상학부
5100-2-5096-02,전필,중국어청취연습,3,변성연,34,금1금2,경영대학,국제통상학부
5100-2-5551-01,전필,중급일본어연습,3,미정,18,금3금4,경영대학,국제통상학부
5100-2-5576-01,전필,무역상무,3,홍의,30,화1목2,경영대학,국제통상학부
5100-2-5576-02,전필,무역상무,3,홍의,74,화2목1,경영대학,국제통상학부
5100-2-5576-03,전필,무역상무,3,홍의,96,화4목3,경영대학,국제통상학부
5100-2-6182-01,전선,경제경영수학,3,임종수,40,화6목5,경영대학,국제통상학부
5100-2-8081-01,전선,기업가정신과startup,3,배상필,28,화3목4,경영대학,국제통상학부
5100-3-0119-01,전선,경제계량분석,3,박희대,86,월4수3,경영대학,국제통상학부
5100-3-0309-01,전선,국제마케팅,3,정재휘,21,월1수2,경영대학,국제통상학부
5100-3-0310-01,전선,국제무역론,3,정수지,38,수1수2,경영대학,국제통상학부
5100-3-0538-01,전선,무역관계법,3,이주윤,19,화3목4,경영대학,국제통상학부
5100-3-2387-01,전선,중국경제론,3,이가은,89,월5수6,경영대학,국제통상학부
5100-3-4614-01,전선,국제물류관리론,3,김진수,11,목3목4,경영대학,국제통상학부
5100-3-5591-01,전선,일본경제론,3,이향철,45,수5수6,경영대학,국제통상학부
5100-3-6183-01,전선,비즈니스협상론,3,심상렬,62,월5수6,경영대학,국제통상학부
5100-3-8113-01,전선,전시기획및바이어상담실습,3,전재일,54,금5금6,경영대학,국제통상학부
5100-3-9714-01,전선,시장조사방법론,3,정재휘,28,월3수4,경영대학,국제통상학부
5100-4-3773-01,전선,캡스톤설계국제통상실습,3,하도윤,19,금1금2,경영대학,국제통상학부
5100-4-4491-01,전선,FTA와경제통합,3,이주윤,59,화5목6,경영대학,국제통상학부
